id_invoice;cabang;kota;tipe_customer;jenis_kelamin;kategori_produk;harga_satuan;jumlah;pajak_5_persen;tanggal;waktu;metode_pembayaran;total_penjualan_sebelum_pajak;persentase_gross_margin;pendapatan_kotor;rating
804-38-3935;Banjarmasin;Banjarmasin;Member;Male;Make Up;93.78;3;14.067;1/30/2019;11:32:00;Credit card;281.34;4.761.904.762;14.067;5.9
585-90-0249;Banjarmasin;Banjarmasin;Member;Male;Make Up;73.26;1;3.663;1/27/2019;18:08:00;Ewallet;73.26;4.761.904.762;3.663;9.7
862-29-5914;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;22.38;1;1.119;1/30/2019;17:08:00;Credit card;22.38;4.761.904.762;1.119;8.6
845-94-6841;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;72.88;9;32.796;01/08/2019;19:38:00;Cash;655.92;4.761.904.762;32.796;4
125-45-2293;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;99.1;6;29.73;1/19/2019;13:11:00;Cash;594.6;4.761.904.762;29.73;4.2
843-73-4724;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;74.1;1;3.705;1/25/2019;11:05:00;Cash;74.1;4.761.904.762;3.705;9.2
409-33-9708;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;98.48;2;9.848;2/19/2019;10:12:00;Ewallet;196.96;4.761.904.762;9.848;9.2
658-66-3967;Banjarbaru;Banjarbaru;Normal;Male;Skincare;53.19;7;186.165;1/14/2019;15:42:00;Ewallet;372.33;4.761.904.762;186.165;5
866-70-2814;Martapura;Martapura;Normal;Female;Make Up;52.79;10;26.395;2/25/2019;11:58:00;Ewallet;527.9;4.761.904.762;26.395;10
160-22-2687;Banjarmasin;Banjarmasin;Member;Female;Skincare;95.95;5;239.875;1/23/2019;14:21:00;Ewallet;479.75;4.761.904.762;239.875;8.8
895-03-6665;Martapura;Martapura;Normal;Female;Beauty Tools;36.51;9;164.295;2/16/2019;10:52:00;Cash;328.59;4.761.904.762;164.295;4.2
770-42-8960;Martapura;Martapura;Normal;Male;Fragrance / Parfum;21.12;8;8.448;01/01/2019;19:31:00;Cash;168.96;4.761.904.762;8.448;6.3
748-45-2862;Banjarmasin;Banjarmasin;Member;Female;Body Care;28.31;4;5.662;03/07/2019;18:35:00;Cash;113.24;4.761.904.762;5.662;8.2
234-36-2483;Martapura;Martapura;Normal;Male;Skincare;57.59;6;17.277;2/15/2019;13:51:00;Cash;345.54;4.761.904.762;17.277;5.1
316-66-3011;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;47.63;9;214.335;1/23/2019;12:35:00;Cash;428.67;4.761.904.762;214.335;5
848-95-6252;Banjarbaru;Banjarbaru;Member;Female;Body Care;86.27;1;43.135;2/20/2019;13:24:00;Ewallet;86.27;4.761.904.762;43.135;7
840-76-5966;Banjarmasin;Banjarmasin;Member;Male;Hair Care;12.76;2;1.276;01/08/2019;18:06:00;Ewallet;25.52;4.761.904.762;1.276;7.8
152-03-4217;Martapura;Martapura;Normal;Female;Body Care;11.28;9;5.076;3/17/2019;11:55:00;Credit card;101.52;4.761.904.762;5.076;4.3
533-66-5566;Martapura;Martapura;Normal;Female;Body Care;51.07;7;178.745;01/12/2019;11:42:00;Cash;357.49;4.761.904.762;178.745;7
124-31-1458;Banjarmasin;Banjarmasin;Member;Female;Make Up;79.59;3;119.385;01/08/2019;14:30:00;Cash;238.77;4.761.904.762;119.385;6.6
176-78-1170;Banjarbaru;Banjarbaru;Member;Male;Skincare;33.81;3;50.715;1/26/2019;15:11:00;Ewallet;101.43;4.761.904.762;50.715;7.3
361-59-0574;Martapura;Martapura;Member;Male;Hair Care;90.53;8;36.212;3/15/2019;14:48:00;Credit card;724.24;4.761.904.762;36.212;6.5
101-81-4070;Banjarbaru;Banjarbaru;Member;Female;Skincare;62.82;2;6.282;1/17/2019;12:36:00;Ewallet;125.64;4.761.904.762;6.282;4.9
631-34-1880;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;24.31;3;36.465;01/08/2019;19:09:00;Credit card;72.93;4.761.904.762;36.465;4.3
852-82-2749;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;64.59;4;12.918;01/06/2019;13:35:00;Ewallet;258.36;4.761.904.762;12.918;9.3
873-14-6353;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;24.82;7;8.687;2/16/2019;10:33:00;Credit card;173.74;4.761.904.762;8.687;7.1
584-66-4073;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;56.5;1;2.825;3/13/2019;15:45:00;Ewallet;56.5;4.761.904.762;2.825;9.6
544-55-9589;Martapura;Martapura;Member;Female;Make Up;21.43;10;10.715;1/28/2019;11:51:00;Cash;214.3;4.761.904.762;10.715;6.2
166-19-2553;Banjarmasin;Banjarmasin;Member;Male;Hair Care;89.06;6;26.718;1/18/2019;17:26:00;Cash;534.36;4.761.904.762;26.718;9.9
737-88-5876;Banjarmasin;Banjarmasin;Member;Male;Body Care;23.29;4;4.658;3/19/2019;11:52:00;Credit card;93.16;4.761.904.762;4.658;5.9
154-87-7367;Banjarbaru;Banjarbaru;Normal;Male;Body Care;65.26;8;26.104;3/15/2019;14:04:00;Ewallet;522.08;4.761.904.762;26.104;6.3
885-56-0389;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;52.35;1;26.175;02/12/2019;17:49:00;Cash;52.35;4.761.904.762;26.175;4
608-05-3804;Martapura;Martapura;Member;Male;Make Up;39.75;1;19.875;2/25/2019;20:19:00;Cash;39.75;4.761.904.762;19.875;6.1
448-61-3783;Banjarmasin;Banjarmasin;Normal;Female;Make Up;90.02;8;36.008;3/21/2019;16:08:00;Credit card;720.16;4.761.904.762;36.008;4.5
761-49-0439;Martapura;Martapura;Member;Female;Make Up;12.1;8;4.84;1/19/2019;10:17:00;Ewallet;96.8;4.761.904.762;4.84;8.6
490-95-0021;Martapura;Martapura;Member;Female;Fragrance / Parfum;33.21;10;16.605;01/08/2019;14:25:00;Ewallet;332.1;4.761.904.762;16.605;6
115-38-7388;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;10.18;8;4.072;3/30/2019;12:51:00;Credit card;81.44;4.761.904.762;4.072;9.5
311-13-6971;Martapura;Martapura;Member;Male;Hair Care;31.99;10;15.995;2/20/2019;15:18:00;Credit card;319.9;4.761.904.762;15.995;9.9
291-55-6563;Banjarmasin;Banjarmasin;Member;Female;Body Care;34.42;6;10.326;3/30/2019;12:45:00;Ewallet;206.52;4.761.904.762;10.326;7.5
548-48-3156;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;83.34;2;8.334;3/19/2019;13:37:00;Cash;166.68;4.761.904.762;8.334;7.6
460-93-5834;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;45.58;7;15.953;1/13/2019;10:03:00;Cash;319.06;4.761.904.762;15.953;5
325-89-4209;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;87.9;1;4.395;02/05/2019;19:42:00;Ewallet;87.9;4.761.904.762;4.395;6.7
884-80-6021;Banjarmasin;Banjarmasin;Member;Female;Make Up;73.47;10;36.735;3/23/2019;13:14:00;Ewallet;734.7;4.761.904.762;36.735;9.5
137-74-8729;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;12.19;8;4.876;3/13/2019;12:47:00;Ewallet;97.52;4.761.904.762;4.876;6.8
880-46-5796;Banjarmasin;Banjarmasin;Member;Male;Hair Care;76.92;10;38.46;3/17/2019;19:53:00;Ewallet;769.2;4.761.904.762;38.46;5.6
389-70-2397;Banjarbaru;Banjarbaru;Normal;Female;Skincare;83.66;5;20.915;2/21/2019;10:26:00;Cash;418.3;4.761.904.762;20.915;7.2
114-35-5271;Martapura;Martapura;Normal;Female;Make Up;57.91;8;23.164;02/07/2019;15:06:00;Cash;463.28;4.761.904.762;23.164;8.1
607-76-6216;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;92.49;5;231.225;03/02/2019;16:35:00;Credit card;462.45;4.761.904.762;231.225;8.6
715-20-1673;Martapura;Martapura;Normal;Male;Make Up;28.38;5;7.095;03/06/2019;20:57:00;Cash;141.9;4.761.904.762;7.095;9.4
811-35-1094;Martapura;Martapura;Member;Male;Make Up;50.45;6;15.135;02/06/2019;15:16:00;Credit card;302.7;4.761.904.762;15.135;8.9
699-88-1972;Martapura;Martapura;Normal;Male;Skincare;99.16;8;39.664;1/28/2019;17:47:00;Credit card;793.28;4.761.904.762;39.664;4.2
781-84-8059;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;60.74;7;21.259;1/18/2019;16:23:00;Ewallet;425.18;4.761.904.762;21.259;5
409-49-6995;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;47.27;6;14.181;02/05/2019;10:17:00;Cash;283.62;4.761.904.762;14.181;8.8
725-54-0677;Banjarbaru;Banjarbaru;Member;Male;Skincare;85.6;7;29.96;03/02/2019;13:50:00;Cash;599.2;4.761.904.762;29.96;5.3
146-09-5432;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;35.04;9;15.768;02/09/2019;19:17:00;Ewallet;315.36;4.761.904.762;15.768;4.6
377-79-7592;Banjarbaru;Banjarbaru;Member;Female;Make Up;44.84;9;20.178;1/14/2019;14:00:00;Credit card;403.56;4.761.904.762;20.178;7.5
509-10-0516;Martapura;Martapura;Normal;Male;Body Care;45.97;4;9.194;02/09/2019;12:02:00;Ewallet;183.88;4.761.904.762;9.194;5.1
595-94-9924;Banjarmasin;Banjarmasin;Member;Female;Skincare;27.73;5;69.325;3/26/2019;20:21:00;Credit card;138.65;4.761.904.762;69.325;4.2
865-41-9075;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;11.53;7;40.355;1/28/2019;17:35:00;Cash;80.71;4.761.904.762;40.355;8.1
545-07-8534;Banjarbaru;Banjarbaru;Normal;Female;Skincare;58.32;2;5.832;2/14/2019;12:42:00;Ewallet;116.64;4.761.904.762;5.832;6
118-62-1812;Banjarbaru;Banjarbaru;Member;Female;Body Care;78.38;4;15.676;3/24/2019;17:56:00;Cash;313.52;4.761.904.762;15.676;7.9
450-42-3339;Banjarbaru;Banjarbaru;Normal;Male;Skincare;84.61;10;42.305;02/09/2019;18:58:00;Credit card;846.1;4.761.904.762;42.305;8.8
851-98-3555;Martapura;Martapura;Normal;Female;Skincare;82.88;5;20.72;3/24/2019;14:08:00;Credit card;414.4;4.761.904.762;20.72;6.6
186-71-5196;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;79.54;2;7.954;3/27/2019;16:30:00;Ewallet;159.08;4.761.904.762;7.954;6.2
624-01-8356;Martapura;Martapura;Normal;Female;Body Care;49.01;10;24.505;1/27/2019;10:44:00;Credit card;490.1;4.761.904.762;24.505;4.2
313-66-9943;Martapura;Martapura;Member;Female;Fragrance / Parfum;29.15;3;43.725;3/27/2019;20:29:00;Credit card;87.45;4.761.904.762;43.725;7.3
151-27-8496;Banjarbaru;Banjarbaru;Normal;Female;Make Up;56.13;4;11.226;1/19/2019;11:43:00;Ewallet;224.52;4.761.904.762;11.226;8.6
453-33-6436;Banjarmasin;Banjarmasin;Normal;Female;Body Care;93.12;8;37.248;02/07/2019;10:09:00;Cash;744.96;4.761.904.762;37.248;6.8
522-57-8364;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;51.34;8;20.536;1/31/2019;10:00:00;Ewallet;410.72;4.761.904.762;20.536;7.6
459-45-2396;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;99.6;3;14.94;2/25/2019;18:45:00;Cash;298.8;4.761.904.762;14.94;5.8
717-96-4189;Banjarbaru;Banjarbaru;Normal;Female;Make Up;35.49;6;10.647;02/02/2019;12:40:00;Cash;212.94;4.761.904.762;10.647;4.1
722-13-2115;Banjarbaru;Banjarbaru;Member;Male;Hair Care;42.85;1;21.425;3/14/2019;15:36:00;Credit card;42.85;4.761.904.762;21.425;9.3
749-81-8133;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;94.67;4;18.934;03/11/2019;12:04:00;Cash;378.68;4.761.904.762;18.934;6.8
777-67-2495;Martapura;Martapura;Normal;Male;Body Care;68.97;3;103.455;2/22/2019;11:26:00;Ewallet;206.91;4.761.904.762;103.455;8.7
636-98-3364;Martapura;Martapura;Member;Female;Make Up;26.26;3;3.939;03/02/2019;12:36:00;Ewallet;78.78;4.761.904.762;3.939;6.3
246-55-6923;Banjarbaru;Banjarbaru;Member;Female;Body Care;35.79;9;161.055;03/10/2019;15:06:00;Credit card;322.11;4.761.904.762;161.055;5.1
181-82-6255;Martapura;Martapura;Normal;Female;Body Care;16.37;6;4.911;02/08/2019;10:58:00;Cash;98.22;4.761.904.762;4.911;7
838-02-1821;Banjarbaru;Banjarbaru;Member;Female;Body Care;12.73;2;1.273;2/22/2019;12:10:00;Credit card;25.46;4.761.904.762;1.273;5.2
887-42-0517;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;83.14;7;29.099;01/10/2019;10:31:00;Credit card;581.98;4.761.904.762;29.099;6.6
457-12-0244;Banjarbaru;Banjarbaru;Member;Female;Hair Care;35.22;6;10.566;3/14/2019;13:49:00;Ewallet;211.32;4.761.904.762;10.566;6.5
226-34-0034;Martapura;Martapura;Normal;Female;Make Up;13.78;4;2.756;01/10/2019;11:10:00;Ewallet;55.12;4.761.904.762;2.756;9
321-49-7382;Martapura;Martapura;Member;Male;Hair Care;88.31;1;44.155;2/15/2019;17:38:00;Credit card;88.31;4.761.904.762;44.155;5.2
397-25-8725;Banjarmasin;Banjarmasin;Member;Female;Skincare;39.62;9;17.829;1/13/2019;17:54:00;Credit card;356.58;4.761.904.762;17.829;6.8
431-66-2305;Martapura;Martapura;Normal;Female;Make Up;88.25;9;397.125;2/15/2019;20:51:00;Credit card;794.25;4.761.904.762;397.125;7.6
825-94-5922;Martapura;Martapura;Normal;Male;Hair Care;25.31;2;2.531;03/02/2019;19:26:00;Ewallet;50.62;4.761.904.762;2.531;7.2
641-62-7288;Martapura;Martapura;Normal;Male;Body Care;99.92;6;29.976;3/24/2019;13:33:00;Ewallet;599.52;4.761.904.762;29.976;7.1
756-93-1854;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;83.35;2;8.335;02/02/2019;14:05:00;Credit card;166.7;4.761.904.762;8.335;9.5
243-55-8457;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;74.44;10;37.22;2/27/2019;11:40:00;Ewallet;744.4;4.761.904.762;37.22;5.1
458-10-8612;Banjarbaru;Banjarbaru;Normal;Male;Skincare;64.08;7;22.428;1/20/2019;12:27:00;Ewallet;448.56;4.761.904.762;22.428;7.6
501-61-1753;Martapura;Martapura;Normal;Female;Body Care;63.15;6;18.945;01/03/2019;20:24:00;Ewallet;378.9;4.761.904.762;18.945;9.8
235-06-8510;Banjarbaru;Banjarbaru;Member;Male;Body Care;85.72;3;12.858;1/24/2019;20:59:00;Ewallet;257.16;4.761.904.762;12.858;5.1
433-08-7822;Banjarbaru;Banjarbaru;Normal;Female;Skincare;78.89;7;276.115;01/05/2019;19:48:00;Ewallet;552.23;4.761.904.762;276.115;7.5
361-85-2571;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;89.48;5;22.37;3/30/2019;10:18:00;Cash;447.4;4.761.904.762;22.37;7.4
131-70-8179;Banjarmasin;Banjarmasin;Member;Female;Skincare;92.09;3;138.135;2/17/2019;16:27:00;Cash;276.27;4.761.904.762;138.135;4.2
500-02-2261;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;57.29;6;17.187;3/21/2019;17:04:00;Ewallet;343.74;4.761.904.762;17.187;5.9
720-72-2436;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;66.52;4;13.304;03/02/2019;18:14:00;Ewallet;266.08;4.761.904.762;13.304;6.9
702-83-5291;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;99.82;9;44.919;3/27/2019;10:43:00;Cash;898.38;4.761.904.762;44.919;6.6
809-69-9497;Banjarmasin;Banjarmasin;Normal;Female;Body Care;45.68;10;22.84;1/19/2019;19:30:00;Ewallet;456.8;4.761.904.762;22.84;5.7
449-16-6770;Banjarmasin;Banjarmasin;Normal;Male;Skincare;50.79;5;126.975;2/19/2019;14:53:00;Credit card;253.95;4.761.904.762;126.975;5.3
333-23-2632;Banjarmasin;Banjarmasin;Member;Male;Skincare;10.08;7;3.528;3/28/2019;20:14:00;Cash;70.56;4.761.904.762;3.528;4.2
489-82-1237;Banjarmasin;Banjarmasin;Normal;Female;Make Up;93.88;7;32.858;01/05/2019;11:51:00;Credit card;657.16;4.761.904.762;32.858;7.3
859-97-6048;Banjarbaru;Banjarbaru;Member;Male;Make Up;84.25;2;8.425;3/26/2019;14:13:00;Credit card;168.5;4.761.904.762;8.425;5.3
676-10-2200;Martapura;Martapura;Member;Male;Beauty Tools;53.78;1;2.689;02/03/2019;20:13:00;Ewallet;53.78;4.761.904.762;2.689;4.7
373-88-1424;Banjarbaru;Banjarbaru;Member;Male;Body Care;35.81;5;89.525;02/06/2019;18:44:00;Ewallet;179.05;4.761.904.762;89.525;7.9
365-16-4334;Martapura;Martapura;Normal;Female;Fragrance / Parfum;26.43;8;10.572;2/24/2019;14:26:00;Ewallet;211.44;4.761.904.762;10.572;8.9
503-21-4385;Martapura;Martapura;Member;Male;Skincare;39.91;3;59.865;2/21/2019;12:40:00;Ewallet;119.73;4.761.904.762;59.865;9.3
305-89-2768;Martapura;Martapura;Member;Female;Body Care;21.9;3;3.285;01/09/2019;18:43:00;Ewallet;65.7;4.761.904.762;3.285;4.7
574-80-1489;Martapura;Martapura;Member;Female;Fragrance / Parfum;62.85;4;12.57;2/25/2019;13:22:00;Ewallet;251.4;4.761.904.762;12.57;8.7
784-08-0310;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;21.04;4;4.208;1/13/2019;13:58:00;Cash;84.16;4.761.904.762;4.208;7.6
200-40-6154;Martapura;Martapura;Member;Male;Body Care;65.91;6;19.773;02/09/2019;11:45:00;Cash;395.46;4.761.904.762;19.773;5.7
846-10-0341;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;42.57;7;148.995;01/06/2019;11:51:00;Cash;297.99;4.761.904.762;148.995;6.8
577-34-7579;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;50.49;9;227.205;01/10/2019;17:16:00;Cash;454.41;4.761.904.762;227.205;5.4
430-02-3888;Martapura;Martapura;Normal;Male;Make Up;46.02;6;13.806;02/07/2019;15:55:00;Cash;276.12;4.761.904.762;13.806;7.1
867-47-1948;Banjarbaru;Banjarbaru;Normal;Female;Body Care;15.8;10;7.9;01/09/2019;12:07:00;Cash;158;4.761.904.762;7.9;7.8
384-59-6655;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;98.66;9;44.397;2/19/2019;15:07:00;Cash;887.94;4.761.904.762;44.397;8.4
256-58-3609;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;91.98;1;4.599;3/18/2019;15:29:00;Cash;91.98;4.761.904.762;4.599;9.8
324-92-3863;Banjarmasin;Banjarmasin;Member;Male;Make Up;20.89;2;2.089;02/05/2019;18:45:00;Cash;41.78;4.761.904.762;2.089;9.8
593-08-5916;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;15.5;1;775;3/19/2019;15:23:00;Credit card;15.5;4.761.904.762;775;7.4
364-34-2972;Banjarbaru;Banjarbaru;Member;Male;Make Up;96.82;3;14.523;3/30/2019;20:37:00;Cash;290.46;4.761.904.762;14.523;6.7
794-42-3736;Martapura;Martapura;Normal;Male;Fragrance / Parfum;33.33;2;3.333;1/26/2019;14:41:00;Credit card;66.66;4.761.904.762;3.333;6.4
172-42-8274;Martapura;Martapura;Normal;Female;Make Up;38.27;2;3.827;03/02/2019;18:18:00;Credit card;76.54;4.761.904.762;3.827;5.8
558-60-5016;Banjarmasin;Banjarmasin;Normal;Female;Body Care;33.3;9;14.985;03/04/2019;15:27:00;Ewallet;299.7;4.761.904.762;14.985;7.2
195-06-0432;Banjarmasin;Banjarmasin;Member;Male;Body Care;81.01;3;121.515;1/13/2019;12:55:00;Credit card;243.03;4.761.904.762;121.515;9.3
605-03-2706;Banjarmasin;Banjarmasin;Normal;Female;Skincare;15.8;3;2.37;3/25/2019;18:02:00;Cash;47.4;4.761.904.762;2.37;9.5
214-30-2776;Martapura;Martapura;Member;Female;Make Up;34.49;5;86.225;03/11/2019;19:44:00;Credit card;172.45;4.761.904.762;86.225;9
746-04-1077;Martapura;Martapura;Member;Female;Fragrance / Parfum;84.63;10;42.315;01/01/2019;11:36:00;Credit card;846.3;4.761.904.762;42.315;9
448-34-8700;Martapura;Martapura;Member;Male;Body Care;36.91;7;129.185;02/10/2019;13:51:00;Ewallet;258.37;4.761.904.762;129.185;6.7
452-04-8808;Martapura;Martapura;Normal;Male;Make Up;87.08;7;30.478;1/26/2019;15:17:00;Cash;609.56;4.761.904.762;30.478;5.5
531-56-4728;Banjarmasin;Banjarmasin;Normal;Male;Body Care;80.08;3;12.012;02/11/2019;15:29:00;Cash;240.24;4.761.904.762;12.012;5.4
744-82-9138;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;86.13;2;8.613;02/07/2019;17:59:00;Cash;172.26;4.761.904.762;8.613;8.2
883-69-1285;Martapura;Martapura;Member;Male;Beauty Tools;49.92;2;4.992;03/06/2019;11:55:00;Credit card;99.84;4.761.904.762;4.992;7
221-25-5073;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;74.66;4;14.932;03/04/2019;10:39:00;Cash;298.64;4.761.904.762;14.932;8.5
518-71-6847;Martapura;Martapura;Member;Male;Fragrance / Parfum;26.6;6;7.98;2/26/2019;15:10:00;Ewallet;159.6;4.761.904.762;7.98;4.9
156-20-0370;Martapura;Martapura;Normal;Female;Make Up;25.45;1;12.725;03/10/2019;18:10:00;Credit card;25.45;4.761.904.762;12.725;5.1
151-33-7434;Martapura;Martapura;Normal;Female;Fragrance / Parfum;67.77;1;33.885;02/04/2019;20:43:00;Credit card;67.77;4.761.904.762;33.885;6.5
728-47-9078;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;59.59;4;11.918;1/19/2019;12:46:00;Cash;238.36;4.761.904.762;11.918;9.8
809-46-1866;Banjarmasin;Banjarmasin;Normal;Male;Skincare;58.15;4;11.63;1/23/2019;17:44:00;Cash;232.6;4.761.904.762;11.63;8.4
139-32-4183;Banjarmasin;Banjarmasin;Member;Female;Hair Care;97.48;9;43.866;3/14/2019;14:19:00;Ewallet;877.32;4.761.904.762;43.866;7.4
148-41-7930;Banjarbaru;Banjarbaru;Normal;Male;Skincare;99.96;7;34.986;1/23/2019;10:33:00;Cash;699.72;4.761.904.762;34.986;6.1
189-40-5216;Banjarbaru;Banjarbaru;Normal;Male;Make Up;96.37;7;337.295;01/09/2019;11:40:00;Cash;674.59;4.761.904.762;337.295;6
374-38-5555;Martapura;Martapura;Normal;Female;Beauty Tools;63.71;5;159.275;02/07/2019;19:30:00;Ewallet;318.55;4.761.904.762;159.275;8.5
764-44-8999;Martapura;Martapura;Normal;Female;Skincare;14.76;2;1.476;2/18/2019;14:42:00;Ewallet;29.52;4.761.904.762;1.476;4.3
552-44-5977;Martapura;Martapura;Member;Male;Skincare;62;8;24.8;01/03/2019;19:08:00;Credit card;496;4.761.904.762;24.8;6.2
267-62-7380;Banjarbaru;Banjarbaru;Member;Male;Make Up;82.34;10;41.17;3/29/2019;19:12:00;Ewallet;823.4;4.761.904.762;41.17;4.3
430-53-4718;Martapura;Martapura;Member;Male;Skincare;75.37;8;30.148;1/28/2019;15:46:00;Credit card;602.96;4.761.904.762;30.148;8.4
886-18-2897;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;56.56;5;14.14;3/22/2019;19:06:00;Credit card;282.8;4.761.904.762;14.14;4.5
602-16-6955;Martapura;Martapura;Normal;Female;Hair Care;76.6;10;38.3;1/24/2019;18:10:00;Ewallet;766;4.761.904.762;38.3;6
745-74-0715;Banjarmasin;Banjarmasin;Normal;Male;Make Up;58.03;2;5.803;03/10/2019;20:46:00;Ewallet;116.06;4.761.904.762;5.803;8.8
690-01-6631;Martapura;Martapura;Normal;Male;Beauty Tools;17.49;10;8.745;2/22/2019;18:35:00;Ewallet;174.9;4.761.904.762;8.745;6.6
652-49-6720;Banjarbaru;Banjarbaru;Member;Female;Make Up;60.95;1;30.475;2/18/2019;11:40:00;Ewallet;60.95;4.761.904.762;30.475;5.9
233-67-5758;Banjarbaru;Banjarbaru;Normal;Male;Skincare;40.35;1;20.175;1/29/2019;13:46:00;Ewallet;40.35;4.761.904.762;20.175;6.2
303-96-2227;Martapura;Martapura;Normal;Female;Body Care;97.38;10;48.69;03/02/2019;17:16:00;Ewallet;973.8;4.761.904.762;48.69;4.4
727-02-1313;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;31.84;1;1.592;02/09/2019;13:22:00;Cash;31.84;4.761.904.762;1.592;7.7
347-56-2442;Banjarmasin;Banjarmasin;Normal;Male;Body Care;65.82;1;3.291;2/22/2019;15:33:00;Cash;65.82;4.761.904.762;3.291;4.1
849-09-3807;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;88.34;7;30.919;2/18/2019;13:28:00;Cash;618.38;4.761.904.762;30.919;6.6
